Country,City,AccentCity,Region,Population,Latitude,Longitude
id,cimerta vii,Cimerta VII,30,,-6.578611,107.759722
id,cimuncaang,Cimuncaang,33,,-6.557,106.2776
id,cinangka batas,Cinangka Batas,30,,-6.585556,106.699722
id,cinerus,Cinerus,07,,-6.9244,108.8045
id,cintaharja,Cintaharja,30,,-7.2882,108.4012
id,cinyukcruk,Cinyukcruk,30,,-6.498889,107.001389
id,cipadalilah,Cipadalilah,30,,-7.105833,107.696944
id,cipalawad,Cipalawad,33,,-6.348,106.1644
id,cipanggulaan,Cipanggulaan,30,,-6.717222,107.843333
id,ciparengga,Ciparengga,30,,-6.524722,106.827222
id,cipayung kidul,Cipayung Kidul,30,,-6.653333,106.893056
id,cipetir kidul,Cipetir Kidul,30,,-6.858056,107.099444
id,cipicung lebak,Cipicung Lebak,30,,-6.670278,106.806111
id,cipoyong,Cipoyong,30,,-7.6345,108.1928
id,ciragama,Ciragama,30,,-7.3353,108.4097
id,cirangrang,Cirangrang,33,,-6.0383,106.2037
id,cirende,Cirende,33,,-6.314,106.7697
id,cirohani,Cirohani,30,,-6.696667,106.971667
id,cisaat,Cisaat,30,141005,-6.775278,106.771389
id,cisampay,Cisampay,30,,-7.3511,107.4396
id,cisarua legok,Cisarua Legok,30,,-6.876389,106.9775
id,cisepang,Cisepang,30,,-7.001,107.8699
id,cisirna,Cisirna,30,,-7.1141,108.2128
id,cisuuk kulon,Cisuuk Kulon,30,,-6.495,106.694444
id,citangsi,Citangsi,30,,-7.0601,107.1104
id,citemen dua,Citemen Dua,30,,-7.1074,106.7858
id,citonjong,Citonjong,30,,-7.0203,107.0095
id,ciulur kaler,Ciulur Kaler,30,,-6.807222,107.921111
id,ciwareng wetan,Ciwareng Wetan,30,,-6.664167,107.389444
id,clingur,Clingur,08,,-7.1711,112.053
id,coklat,Coklat,30,,-6.572778,107.766944
id,condrobawuk,Condrobawuk,07,,-7.554167,110.509722
id,cot balai,Cot Balai,01,,5.1959,96.2974
id,cotleubeng,Cotleubeng,01,,5.1696,96.4568
id,cot tufah,Cot Tufah,01,,5.2221,96.8631
id,cukangbatu,Cukangbatu,30,,-6.884722,107.396667
id,cumpe,Cumpe,18,,-8.498,120.508
id,curahjeruk,Curahjeruk,08,,-8.1606,113.2023
id,curejuh lor,Curejuh Lor,08,,-8.1594,113.9094
id,curuglayang,Curuglayang,33,,-6.4272,106.0836
id,dabega,Dabega,38,,-5.1858,120.0604
id,dadoelae,Dadoelae,21,,-1.216667,119.666667
id,dahang,Dahang,18,,-8.5455,120.2976
id,dajo,Dajo,38,,-5.3838,120.4039
id,daleng barat,Daleng Barat,18,,-8.6962,120.204
id,damapulo 1,Damapulo 1,01,,4.9704,97.7222
id,dampelas,Dampelas,21,,.2148,119.8638
id,danaulamo,Danaulamo,05,,-1.45,103.633333
id,dangkang,Dangkang,35,,-2.983333,107.866667
id,dapaelu,Dapaelu,18,,-9.571,119.1438
id,daren kidul,Daren Kidul,10,,-7.658056,110.383056
id,daroe,Daroe,29,,1.3,127.983333
id,dasanbiur,Dasanbiur,17,,-8.5082,116.5833
id,dasannimba,Dasannimba,17,,-8.6696,116.473
id,datae,Datae,38,,-3.915556,119.710833
id,datarsawo,Datarsawo,30,,-7.2821,107.2196
id,daweung,Daweung,30,,-7.2808,107.8888
id,dayamekar,Dayamekar,30,,-7.4144,107.5263
id,deburaen,Deburaen,18,,-9.411944,125.043889
id,delan,Delan,30,,-6.148056,106.449722
id,demabuh,Demabuh,08,,-7.1193,113.3981
id,denailama 4,Denailama 4,26,,3.6418,98.9273
id,denoh,Denoh,08,,-8.0085,112.5692
id,dergan,Dergan,07,,-7.553611,110.761111
id,desakidul,Desakidul,07,,-7.754444,110.041389
id,detun,Detun,18,,-8.7241,122.2514
id,digelan,Digelan,07,,-7.245278,110.559444
id,dinuk kidul,Dinuk Kidul,07,,-6.8829,109.1772
id,djabung,Djabung,08,,-7.75,113.45
id,djambak 1,Djambak 1,24,,0,100.4
id,djambu,Djambu,17,,-8.7,118.033333
id,djangela,Djangela,30,,-7.2317,107.9592
id,djatake 2,Djatake 2,30,,-6.322778,106.592778
id,djatiroto,Djatiroto,07,,-7.883333,111.116667
id,djelgoeng,Djelgoeng,08,,-6.983333,113.283333
id,djeolasan,Djeolasan,07,,-7.284444,110.472778
id,djikoe merasa,Djikoe Merasa,28,,-3.172829,127.025878
id,djoho,Djoho,07,,-7.197222,110.692778
id,djumatombak,Djumatombak,26,,2.972,99.4623
id,dlambah-laok,Dlambah-laok,08,,-7.056667,112.860556
id,dodol,Dodol,08,,-7.235475,111.837554
id,doerensawit 1,Doerensawit 1,04,,-6.2344,106.9137
id,doka,Doka,28,,-6.65,134.25
id,dolok manahan,Dolok Manahan,26,,3.0373,98.8048
id,domas,Domas,07,,-6.8484,111.0632
id,donggoana,Donggoana,17,,-8.5496,118.4196
id,donridonri,Donridonri,38,,-4.2704,119.8694
id,doropedu,Doropedu,29,,.783333,127.3
id,drajak,Drajak,07,,-6.570185,111.032538
id,dronco,Dronco,07,,-7.557778,110.531389
id,dudumahan,Dudumahan,28,,-5.610278,132.678333
id,dukuhatas,Dukuhatas,04,,-6.203611,106.818611
id,dukuh kidul,Dukuh Kidul,07,,-7.0425,109.696
id,dukuhsawi,Dukuhsawi,30,,-6.776667,108.341389
id,dukun satu,Dukun Satu,07,,-7.551944,110.333333
id,dumoga-ketjil,Dumoga-ketjil,31,,.516667,123.916667
id,dungpoh,Dungpoh,08,,-7.3284,112.1944
id,duran,Duran,26,,3.716,98.3975
id,durian,Durian,15,,-5.59946,105.146566
id,duro,Duro,07,,-7.231667,110.939444
id,dusun 1 motabang,Dusun 1 Motabang,31,,.8838,124.0007
id,dusun 2 kinamang,Dusun 2 Kinamang,31,,.8672,124.4769
id,dusun 2 wineru,Dusun 2 Wineru,31,,.9852,124.2509
id,dusun 4 kombot,Dusun 4 Kombot,31,,.397,124.1579
id,dusun dua bakan,Dusun Dua Bakan,31,,.6012,124.2855
id,dusun dua nonapan satu,Dusun Dua Nonapan Satu,31,,.9856,124.2449
id,dusun empat nonapan satu,Dusun Empat Nonapan Satu,31,,.988,124.2487
id,dusun satu bintau,Dusun Satu Bintau,31,,.7685,124.3025
id,dusun satu passi,Dusun Satu Passi,31,,.7576,124.3022
id,dusun tiga karowa,Dusun Tiga Karowa,31,,.9384,124.4851
id,duwakrampak,Duwakrampak,08,,-7.10422,112.8878
id,eger tengah,Eger Tengah,07,,-7.400278,109.720833
id,embang,Embang,38,,-2.9607,119.9484
id,emplasemen,Emplasemen,26,,3.8286,98.4871
id,engkel,Engkel,30,,-6.646389,107.686944
id,ereng,Ereng,30,,-6.939722,107.138889
id,fadoroonowaembu,Fadoroonowaembu,26,,.9995,97.4192
id,fatubena,Fatubena,18,,-9.291667,124.805833
id,flamboyan,Flamboyan,34,,.5564,123.0193
id,gabig,Gabig,30,,-7.0085,107.241
id,gadel,Gadel,30,,-6.055833,107.385278
id,gadog 1,Gadog 1,30,,-6.651944,106.868056
id,gaga lima,Gaga Lima,30,,-6.146944,106.633056
id,gajayana,Gajayana,08,,-7.9437,112.6095
id,galian 1,Galian 1,30,,-6.098333,107.111389
id,galotong,Galotong,01,,5.3634,95.8666
id,galusari,Galusari,34,,.5414,121.816
id,gambok,Gambok,26,,2.7127,98.7064
id,gamping cilik,Gamping Cilik,07,,-7.774722,110.676389
id,gandang,Gandang,30,,-6.341667,107.336389
id,gandjoer,Gandjoer,33,,-6.4034,105.9797
id,ganediluar,Ganediluar,29,,-.716667,128.233333
id,gang rambe,Gang Rambe,26,,3.5098,98.96552
id,ganting dua,Ganting Dua,37,,.3457,100.975
id,gara,Gara,07,,-7.0718,110.4182
id,gardu tiga,Gardu Tiga,30,,-6.320278,107.8025
id,garot,Garot,01,,5.1964,96.5781
id,gasing,Gasing,07,,-6.629,111.0593
id,gawing,Gawing,08,,-8.141111,111.141389
id,gebang,Gebang,26,,3.9759,98.31
id,gebrugan kulon,Gebrugan Kulon,07,,-7.466944,110.155833
id,gedat,Gedat,07,,-7.3475,110.465556
id,gedong,Gedong,17,,-8.7479,116.4024
id,gege,Gege,18,,-8.333333,123
id,gejen,Gejen,07,,-7.529444,111.051667
id,geleng,Geleng,07,,-7.468889,110.910833
id,gemantar lor,Gemantar Lor,07,,-7.290833,110.9325
id,gembor i,Gembor I,30,,-6.511389,107.813611
id,gempolan,Gempolan,30,,-7.5919,108.6987
id,gemulung,Gemulung,08,,-6.8788,111.8083
id,gendongan,Gendongan,10,,-7.751667,110.425833
id,genjahan,Genjahan,10,,-7.951389,110.705
id,gentingsari,Gentingsari,07,,-7.1056,110.0088
id,gerbangpermaipamengkang,Gerbangpermaipamengkang,30,,-6.7575,108.567
id,gerit,Gerit,07,,-6.5116,110.972
id,gesi,Gesi,07,,-7.332778,111.009444
id,geudeuer,Geudeuer,01,,5.3695,95.5194
id,ghubuk,Ghubuk,18,,-9.4889,119.0669
id,gimbal,Gimbal,30,,-7.3802,108.2933
id,girangpuruk,Girangpuruk,30,,-7.3828,108.2972
id,girisan,Girisan,07,,-8.062778,110.993889
id,glagah kidul,Glagah Kidul,10,,-7.853333,110.383611
id,glempang,Glempang,07,,-7.416111,109.244444
id,glombok wetan,Glombok Wetan,08,,-7.327,112.486
id,goakalak,Goakalak,08,,-8.188611,110.953889
id,godong,Godong,01,,4.1511,97.2051
id,goenoengketjana,Goenoengketjana,33,,-6.5721,106.0742
id,gogorejo,Gogorejo,08,,-7.9413,112.1773
id,golocepang,Golocepang,18,,-8.4338,120.5685
id,golotenda,Golotenda,18,,-8.5819,120.5644
id,gombongbolong kidul,Gombongbolong Kidul,07,,-7.372222,109.095556
id,gondanglegi-wetan,Gondanglegi-wetan,08,,-8.179657,112.640763
id,gondosuli duwur,Gondosuli Duwur,07,,-7.562222,109.881667
id,gopohan,Gopohan,08,,-7.0014,112.5106
id,gosutan,Gosutan,07,,-7.6975,110.484167
id,grajegan,Grajegan,10,,-7.726944,110.283056
id,grenjengan,Grenjengan,07,,-7.352222,110.617222
id,griyakebraon,Griyakebraon,08,,-7.3288,112.6991
id,grogol kulon,Grogol Kulon,07,,-7.270278,110.121111
id,grumbulsawit,Grumbulsawit,07,,-7.546389,110.889167
id,gubukklakah,Gubukklakah,08,,-8.0232,112.8336
id,gudangrejo,Gudangrejo,08,,-8.2065,113.6105
id,gujug-daya,Gujug-daya,08,,-7.01,112.925833
id,gumbakrejo,Gumbakrejo,07,,-7.6975,110.736111
id,gumuk-kidul,Gumuk-kidul,08,,-7.6415,114.0057
id,gundem,Gundem,17,,-8.6339,116.4024
id,gunturan,Gunturan,10,,-7.925278,110.274722
id,gunungbatin,Gunungbatin,15,,-4.65,105.2
id,gunung cut,Gunung Cut,01,,3.3216,97.1291
id,gunung,Gunung,02,,-8.4117,115.153
id,gunungkembar,Gunungkembar,08,,-7.3732,111.5393
id,gununglicing kulon,Gununglicing Kulon,08,,-8.2542,113.4195
id,gunungmuncang,Gunungmuncang,30,,-7.351,108.2382
id,gunungrajak,Gunungrajak,17,,-8.7067,116.4632
id,gunungsawo,Gunungsawo,07,,-6.9965,110.4061
id,gunungtikukur,Gunungtikukur,33,,-6.1002,106.0133
id,gupukan,Gupukan,08,,-8.16,111.348889
id,gusung,Gusung,41,,-3.4806,119.153
id,hadimulyo,Hadimulyo,07,,-7.759167,110.728333
id,halibeseka,Halibeseka,18,,-9.226389,124.826111
id,haming,Haming,18,,-9.8376,120.4082
id,hantu,Hantu,11,,.55,112.766667
id,harianja,Harianja,26,,2.0056,99.132
id,hatoeroe,Hatoeroe,28,,-3.719772,128.072603
id,hayasa,Hayasa,28,,-3.287824,127.521236
id,hessa air genting dua,Hessa Air Genting Dua,01,,2.9254,99.7015
id,hilir,Hilir,01,,4.4155,98.1743
id,hoeloedanau,Hoeloedanau,15,,-4.416667,103.583333
id,homara 2,Homara 2,18,,-9.6885,120.2848
id,hujung kulon,Hujung Kulon,30,,-7.033056,107.716111
id,huntu,Huntu,34,,.5185,122.3454
id,huta dolok,Huta Dolok,26,,1.8549,98.7938
id,hutanobolon,Hutanobolon,26,,1.6844,98.8794
id,iboear,Iboear,39,,-2.733333,132.45
id,igom,Igom,39,,-2.016667,130.05
id,imahui,Imahui,36,,-7.366667,139.616667
id,indro-kidul,Indro-kidul,08,,-7.182778,112.658611
id,ipu,Ipu,03,,-3,101.5
id,iwoimokula,Iwoimokula,22,,-3.6875,122.2866
id,jabungpermai,Jabungpermai,08,,-7.9421,112.752
id,jagan,Jagan,08,,-7.7419,112.9043
id,jahe leutik,Jahe Leutik,33,,-6.4293,106.2417
id,jalan bangka,Jalan Bangka,30,,-6.604167,106.803889
id,jama,Jama,18,,-8.8258,121.6784
id,jambearum,Jambearum,08,,-8.0493,113.9239
id,jambongesikan,Jambongesikan,07,,-7.475833,110.21
id,jambumanis dua,Jambumanis Dua,30,,-6.579167,106.601111
id,jampalaon,Jampalaon,30,,-6.073611,106.296944
id,jamurresi,Jamurresi,30,,-7.1253,108.4649
id,janggir,Janggir,07,,-7.795,111.191389
id,jango,Jango,17,,-8.4409,118.5836
id,jantok,Jantok,17,,-8.6048,116.5062
id,jarak,Jarak,08,,-7.377778,111.148889
id,jasan,Jasan,07,,-7.534722,110.924444
id,jatibatur wetan,Jatibatur Wetan,07,,-7.404167,110.868889
id,jatikalang satu,Jatikalang Satu,08,,-7.3925,112.622222
id,jatimulo,Jatimulo,07,,-6.8156,111.1961
id,jatirego,Jatirego,07,,-6.8401,111.5204
id,jatisigit,Jatisigit,07,,-7.343333,111.097778
id,jawa dipar,Jawa Dipar,26,,2.8466,99.2414
id,jayan,Jayan,10,,-7.715,110.418611
id,jeding,Jeding,07,,-7.1239,111.0589
id,jelak,Jelak,08,,-7.0346,112.3849
id,jemaras dua,Jemaras Dua,30,,-6.682222,108.451944
id,jempara,Jempara,13,,-2.15,114.866667
id,jenggati,Jenggati,30,,-6.040278,106.368889
id,jengkrik,Jengkrik,07,,-7.884167,111.239722
id,jeraen,Jeraen,17,,-8.7357,116.4551
id,jeruju,Jeruju,17,,-8.2481,116.3295
id,jetak kalang,Jetak Kalang,07,,-7.437222,110.978889
id,jeuratmanyang,Jeuratmanyang,01,,5.307,95.9311
id,jingkrung,Jingkrung,08,,-8.2152,111.4835
id,jlengut,Jlengut,07,,-7.503889,110.611389
id,joglo,Joglo,30,,-6.712778,107.063333
id,johar,Johar,17,,-8.6647,116.2675
id,jolontoro,Jolontoro,07,,-7.365556,109.894444
id,jompong,Jompong,30,,-7.5585,108.1034
id,jono lor,Jono Lor,07,,-7.395,110.92
id,joton,Joton,07,,-7.717778,110.542222
id,jubug,Jubug,07,,-7.2875,110.106111
id,jumateguh,Jumateguh,26,,2.7938,98.227
id,jungkat,Jungkat,11,,.066667,109.216667
id,jurangjero,Jurangjero,10,,-7.649444,110.416389
id,juron,Juron,08,,-7.5776,111.5263
id,kabagusan,Kabagusan,33,,-6.4063,106.4433
id,kabelaan,Kabelaan,41,,-3.2076,118.9414
id,kabuju,Kabuju,38,,-1.2536,119.3993
id,kaccie,Kaccie,38,,-4.6245,119.6016
id,kadenan,Kadenan,07,,-7.801667,111.151944
id,kadisono,Kadisono,10,,-7.808333,110.441667
id,kadongdong,Kadongdong,33,,-6.3207,105.8347
id,kaduembe,Kaduembe,33,,-6.1074,105.9867
id,kaduketug,Kaduketug,33,,-6.3614,106.0001
id,kaduparahu,Kaduparahu,33,,-6.3252,105.9955
id,kaeli,Kaeli,11,,-1.816667,109.933333
id,kahuripan,Kahuripan,33,,-6.4294,105.862
id,kajaobaru,Kajaobaru,38,,-5.1538,120.1704
id,kajongandeli,Kajongandeli,07,,-6.8468,109.0974
id,kakaskasen 2,Kakaskasen 2,31,,1.344,124.8336
id,kalakijo,Kalakijo,10,,-7.890278,110.301944
id,kalang,Kalang,26,,1.8913,98.6622
id,kalasippo,Kalasippo,38,,-2.8561,119.7799
id,kalembukomi,Kalembukomi,18,,-9.5393,119.0488
id,kalensono,Kalensono,08,,-8.178056,111.303056
id,kaliancar dua,Kaliancar Dua,07,,-7.629167,110.076944
id,kalibander,Kalibander,08,,-7.356944,112.684167
id,kaliboeara,Kaliboeara,18,,-10.016667,120.833333
id,kalidawir,Kalidawir,08,,-8.1808,111.9723
id,kaligawe,Kaligawe,08,,-7.2188,112.1077
id,kalijambe wetan,Kalijambe Wetan,07,,-7.45,110.818333
id,kalikemang,Kalikemang,15,,-5.12803,105.055152
id,kalilatung,Kalilatung,07,,-7.230833,110.660278
id,kalimati,Kalimati,33,,-6.3558,106.2463
id,kalimundu,Kalimundu,07,,-7.298889,110.243056
id,kalipan,Kalipan,07,,-7.543333,110.095278
id,kaliputri,Kaliputri,07,,-7.676667,109.418333
id,kalisempor,Kalisempor,07,,-7.648611,110.061944
id,kalitejo kidul,Kalitejo Kidul,08,,-7.9127,112.8785
id,kaliuto,Kaliuto,07,,-7.367222,109.983889
id,kaliwungo dua,Kaliwungo Dua,07,,-7.406389,110.664167
id,kalongga,Kalongga,21,,-1.0354,119.903
id,kalumpang,Kalumpang,38,,-2.9023,119.9661
id,kamang,Kamang,24,,-.8,101.366667
id,kambata,Kambata,18,,-10.0453,120.7799
id,kamihing,Kamihing,18,,-9.8441,120.2972
id,kampiran,Kampiran,07,,-6.9731,109.0137
id,kampoeng langgear,Kampoeng Langgear,28,,-5.966667,132.85
id,kampong soeloe,Kampong Soeloe,11,,3.9,108.316667
id,kampungbandar,Kampungbandar,37,,.537,101.4397
id,kampungbaru satu,Kampungbaru Satu,30,,-6.0425,107.126111
id,kampungceger,Kampungceger,30,,-6.270556,107.222222
id,kampung hilir,Kampung Hilir,26,,3.197,99.4936
id,kampung keramat,Kampung Keramat,26,,3.0255,99.3467
id,kampungmasjid,Kampungmasjid,17,,-8.5984,116.4498
id,kampungpisang,Kampungpisang,38,,-3.8046,119.7219
id,kampungsawah satu,Kampungsawah Satu,30,,-6.3033,106.9329
id,kampung teluk dalam,Kampung Teluk Dalam,01,,2.8526,99.6825
id,kampuung baru,Kampuung Baru,04,,-6.1341,106.7972
id,kananggar 3,Kananggar 3,18,,-10.0691,120.3978
id,kandangansari,Kandangansari,08,,-7.5987,112.5514
id,kandang satu,Kandang Satu,30,,-6.226667,106.333333
id,kangeh,Kangeh,36,,-3.8,138.466667
id,kanjurumuru,Kanjurumuru,18,,-10.0692,120.0505
id,kanyuara,Kanyuara,41,,-3.4404,119.2342
id,kapas,Kapas,07,,-7.223611,109.077778
id,kaporan,Kaporan,07,,-7.493056,110.6525
id,karaba,Karaba,18,,-10.1028,120.5031
id,karambil,Karambil,24,,.233333,100.3
id,karanganom satu,Karanganom Satu,10,,-7.927222,110.663889
id,karangasem kulon,Karangasem Kulon,08,,-8.1802,113.6252
id,karangbendo,Karangbendo,07,,-7.0214,110.4173
id,karangdawa,Karangdawa,07,,-6.8775,109.1377
id,karangeura,Karangeura,38,,-5.6641,119.7882
id,karanggintung,Karanggintung,30,,-7.5393,108.7135
id,karangjawo,Karangjawo,08,,-7.7401,111.4236
id,karangkaum,Karangkaum,30,,-6.338056,108.315833
id,karangkulon,Karangkulon,07,,-7.744444,110.015278
id,karangmalang satu,Karangmalang Satu,07,,-6.9445,108.8895
id,karangmulya lor,Karangmulya Lor,30,,-6.8153,108.6044
id,karangpapak,Karangpapak,30,,-6.9604,106.4717
id,karangpundung,Karangpundung,07,,-7.358056,109.087222
id,karangsalam wetan,Karangsalam Wetan,07,,-7.494722,109.315556
id,karangsigit,Karangsigit,07,,-7.3825,110.885278
id,karangtembok,Karangtembok,08,,-7.223333,112.739444
id,karangtewang,Karangtewang,07,,-7.298056,109.353056
id,karangwinong,Karangwinong,07,,-7.201389,110.830833
id,karbangheni,Karbangheni,15,,-5.029322,103.778593
id,karetkurung,Karetkurung,08,,-8.3208,112.6792
id,karoekoe,Karoekoe,18,,-9.516667,119.916667
id,kartini,Kartini,04,,-6.1567,106.8343
id,karyamukti,Karyamukti,07,,-6.9413,109.3373
id,kasie,Kasie,28,,-2.851933,128.547784
id,kasola,Kasola,33,,-6.6314,106.3887
id,kataboe,Kataboe,22,,-4.9186,122.5218
id,katiasa,Katiasa,30,,-6.7404,108.5492
id,katong,Katong,07,,-7.0236,110.5827
id,kauman,Kauman,02,,-8.1825,114.9312
id,kawakan,Kawakan,07,,-7.741944,110.554444
id,kawengan,Kawengan,08,,-7.0711,111.6806
id,kawungjajar,Kawungjajar,30,,-6.656667,107.2725
id,kayuambon landeuh,Kayuambon Landeuh,33,,-6.3193,106.0589
id,kayumea,Kayumea,41,,-3.0622,119.3136
id,kebagusankecil,Kebagusankecil,04,,-6.3135,106.8361
id,kebaran,Kebaran,08,,-7.641111,111.316667
id,kebolanjam,Kebolanjam,07,,-6.5449,110.9697
id,kebonbunggul dua,Kebonbunggul Dua,30,,-7.098056,107.587778
id,kebonjambangan,Kebonjambangan,08,,-7.3228,112.7124
id,kebonkliwon,Kebonkliwon,07,,-7.1925,110.4125
id,kebonpring,Kebonpring,30,,-6.705556,108.456111
id,kebontjaoe,Kebontjaoe,30,,-6.090833,106.654444
id,kebun,Kebun,08,,-7.0842,113.1328
id,kecerit,Kecerit,17,,-8.7495,116.4669
id,kedanten wetan,Kedanten Wetan,08,,-7.5992,112.71
id,kedeling,Kedeling,07,,-7.381111,109.911389
id,kedoengdowo,Kedoengdowo,08,,-8.3055,112.4651
id,kedongpani,Kedongpani,07,,-7.0202,110.338
id,kedungbanteng,Kedungbanteng,07,,-7.390833,109.201111
id,kedungcekong,Kedungcekong,07,,-7.4775,109.098611
id,kedunggeneng,Kedunggeneng,08,,-7.415,112.0969
id,kedungkacip,Kedungkacip,30,,-6.503056,108.006111
id,kedunglawah,Kedunglawah,07,,-6.8955,111.0718
id,kedungmundu,Kedungmundu,08,,-7.3143,111.7428
id,kedungprahu,Kedungprahu,08,,-7.4395,111.555
id,kedungsari timur,Kedungsari Timur,07,,-7.4946,108.7498
id,kedungulo,Kedungulo,07,,-7.476667,110.861944
id,keduwang,Keduwang,07,,-6.9429,111.4611
id,kejuron,Kejuron,08,,-6.9707,111.6858
id,kelanggru,Kelanggru,08,,-7.2657,112.7724
id,kelenggo,Kelenggo,07,,-7.482778,110.917778
id,kelong,Kelong,40,,.866667,104.65
id,kemancan,Kemancan,07,,-7.670278,109.683056
id,kemasan tengah,Kemasan Tengah,33,,-6.0638,106.141
id,kembangkuning dua,Kembangkuning Dua,30,,-6.550833,107.423333
id,kemel,Kemel,07,,-7.411111,110.698889
id,kemirimuka dua,Kemirimuka Dua,30,,-6.381944,106.825
id,kempad lor,Kempad Lor,30,,-6.391111,108.101111
id,kemuning,Kemuning,07,,-6.8761,108.9225
id,kenayantegal,Kenayantegal,10,,-7.745278,110.431389
id,kendang,Kendang,08,,-7.476944,111.220833
id,kenjeran,Kenjeran,08,,-7.233333,112.783889
id,keodoa,Keodoa,18,,-8.8121,121.7839
id,kependeng,Kependeng,17,,-8.6233,116.379
id,kepuhardjo,Kepuhardjo,08,,-7.905,112.613611
id,keragilan,Keragilan,30,,-6.7175,108.468889
id,kerdu,Kerdu,07,,-7.758889,111.063056
id,keritamboe,Keritamboe,18,,-8.616667,121.616667
id,kertadirjan,Kertadirjan,07,,-7.450556,109.287222
id,kerto,Kerto,07,,-7.756667,109.9425
id,kesambimulya,Kesambimulya,07,,-6.9346,109.1984
id,kesiuttengah kaja,Kesiuttengah Kaja,02,,-8.481,115.1141
id,ketanggungan,Ketanggungan,07,44288,-6.9158,109.0965
id,ketel,Ketel,07,,-7.534444,110.928056
id,ketodanan utara,Ketodanan Utara,07,,-6.909371,109.739395
id,keude aron,Keude Aron,01,,4.2289,96.1731
id,keumumu hilir,Keumumu Hilir,01,,3.5355,97.0106
id,kiageng,Kiageng,08,,-8.1158,112.153
id,kiarasari lor,Kiarasari Lor,30,,-6.4175,107.882778
id,kiembo-kiembo,Kiembo-kiembo,36,,-5.6,140.9
id,kilivo,Kilivo,28,,-3.633333,130.833333
id,kindea,Kindea,22,,-5.666667,122.783333
id,kiring,Kiring,08,,-6.9235,112.0843
id,kiyudan,Kiyudan,10,,-7.711667,110.465
id,klampean kulon,Klampean Kulon,07,,-8.181111,110.836944
id,klanyah,Klanyah,07,,-6.9183,109.5977
id,klayar,Klayar,08,,-6.8751,112.4367
id,klencer,Klencer,07,,-6.5531,111.0535
id,kleyangan,Kleyangan,08,,-7.393889,111.358889
id,kliyo,Kliyo,08,,-8.195556,110.990556
id,kloron,Kloron,10,,-7.877778,110.41
id,kluweh,Kluweh,07,,-7.161944,111.321667
id,kobbae,Kobbae,38,,-4.0877,120.1281
id,koeadja,Koe�dj�,07,,-7.863056,110.039722
id,koeboetambahan,Koeboetambahan,02,,-8.0792,115.171
id,koeroedoe,Koeroedoe,36,,-1.833333,137.033333
id,koja,Koja,21,,.5308,120.44718
id,kolam baru,Kolam Baru,26,,3.5636,98.3798
id,kolojonggo,Kolojonggo,07,,-7.726944,110.645556
id,kombapa,Kombapa,18,,-9.4856,119.1124
id,komplek cikuda,Komplek Cikuda,30,,-6.511667,107.6225
id,komsen,Komsen,33,,-6.3543,106.2529
id,kondo,Kondo,07,,-7.530833,110.697778
id,kontrakmagersari,Kontrakmagersari,08,,-8.1179,113.5587
id,kopidengkung,Kopidengkung,30,,-6.869722,106.505556
id,korido,Korido,36,,-.836414,135.58955
id,korowelang,Korowelang,07,,-6.7896,111.4176
id,kota baharu,Kota Baharu,24,,.0907,100.7337
id,kota-dalam,Kota-dalam,37,,.3447,100.6424
id,kotalaran,Kotalaran,18,,-9.600833,124.891389
id,kotarih pekan,Kotarih Pekan,26,,3.3206,98.8587
id,kotogambus,Kotogambus,26,,3.3156,99.4639
id,kradan,Kradan,07,,-7.575278,110.146667
id,krajan curahcotok,Krajan Curahcotok,08,,-7.7169,114.0643
id,krajan lama,Krajan Lama,08,,-8.0327,113.2962
id,krajan sukogidri,Krajan Sukogidri,08,,-8.1018,113.8538
id,kralas,Kralas,10,,-7.918056,110.364722
id,kranang,Kranang,08,,-7.8062,114.0309
id,krangking wetan,Krangking Wetan,08,,-7.7146,112.7509
id,krawen,Krawen,07,,-7.703333,109.9825
id,krenteng,Krenteng,07,,-6.7363,110.7938
id,krinditan kidul,Krinditan Kidul,07,,-7.943611,111.068056
id,kromasan dua,Kromasan Dua,08,,-8.0967,112.3091
id,krueng geukuh,Krueng Geukuh,01,,5.2429,97.0176
id,kuaafu,Kuaafu,18,,-9.57,124.5048
id,kualanapuh,Kualanapuh,37,,.0542,101.9278
id,kuangslimun,Kuangslimun,17,,-8.5068,116.6129
id,kubang kaler,Kubang Kaler,30,,-6.603611,107.330278
id,kube,Kube,02,,-8.3187,115.0116
id,kuda,Kuda,11,,1.033333,112.983333
id,kukukbeluk,Kukukbeluk,30,,-6.188056,106.994167
id,kulonbambang,Kulonbambang,08,,-8.0169,112.4082
id,kumbung,Kumbung,17,,-8.5655,116.2051
id,kundeng,Kundeng,30,,-7.3719,107.7628
id,kuntungan,Kuntungan,07,,-7.613889,110.901111
id,kuratao,Kuratao,22,,-3.248,122.1361
id,kusi,Kusi,18,,-8.6524,121.0563
id,kutaganas,Kutaganas,30,,-7.2879,107.0211
id,kutanibong,Kutanibong,01,,3.8916,96.366
id,kute,Kute,17,,-8.892,116.2776
id,kuwangen lor,Kuwangen Lor,10,,-8.018611,110.626111
id,kwadengan,Kwadengan,08,,-7.4526,112.708
id,kwaron,Kwaron,10,,-7.729444,110.2425
id,labanbulan,Labanbulan,33,,-6.2606,106.1831
id,labilla,Labilla,18,,-10.1828,120.3954
id,labolong utara,Labolong Utara,38,,-3.7937,119.5639
id,labuhanamuk,Labuhanamuk,17,,-8.507778,115.502778
